Run_Number,Factor_Img_Size_Label,Factor_Img_Size_Value,Factor_Batch_Size_Label,Factor_Batch_Size_Value,Blocking_Seed,Response_Val_Accuracy,Time_Total_Sec,Time_Avg_Epoch_Sec,Precision_Angry,Precision_Disgust,Precision_Fear,Precision_Happy,Precision_Sad,Precision_Surprise,Precision_Neutral
1,Large,112,Small,32,996,0.5922262668609619,724.240217924118,21.28774966913111,0.5032822757111597,0.5950413223140496,0.4531693472090823,0.81253804017042,0.4683441558441558,0.707641196013289,0.5267584097859327
2,Large,112,Small,32,209,0.5972415804862976,620.8539607524872,21.392196227764263,0.4850669412976313,0.6486486486486487,0.4883720930232558,0.8030933967876264,0.4930950446791227,0.6921420882669537,0.5189964157706093
3,Large,112,Small,32,189,0.5958484411239624,623.3014597892761,21.478700892678624,0.4761904761904761,0.6363636363636364,0.4910820451843043,0.7745314222712238,0.4927536231884058,0.7066069428891377,0.5232292460015232
4,Large,112,Small,32,649,0.5902758240699768,603.3642299175262,21.534035912581853,0.4746772591857001,0.5923076923076923,0.4408284023668639,0.7912400455062572,0.4782608695652174,0.69593147751606,0.5410235580828595
5,Large,112,Small,32,602,0.5955697894096375,960.8779418468476,21.33898962338765,0.5022075055187638,0.6698113207547169,0.4513438368860055,0.8030751034890597,0.4755301794453507,0.7183257918552036,0.5334370139968896
6,Large,112,Small,32,347,0.5899972319602966,644.9850730895996,21.48307565053304,0.47673314339981,0.4753086419753086,0.4762430939226519,0.8199498117942283,0.4762301918265221,0.7164009111617312,0.517664023071377
7,Large,112,Small,32,103,0.5911117196083069,492.5779333114624,21.401164168896884,0.4834170854271357,0.5620437956204379,0.4676409185803757,0.7903699354081033,0.5023342670401494,0.6817204301075269,0.5195086705202312
8,Large,112,Small,32,83,0.5909724235534668,663.7981729507446,21.397644950497536,0.4883966244725738,0.6173913043478261,0.470917225950783,0.8010594467333726,0.4668265387689848,0.6926315789473684,0.5177895533686601
9,Large,112,Small,32,82,0.5944553017616272,522.7392499446869,21.76517569025357,0.4673815907059875,0.5447761194029851,0.4865525672371638,0.8013937282229965,0.491588785046729,0.700218818380744,0.5189150606709493
10,Large,112,Small,32,641,0.591251015663147,1049.743008852005,21.40855644187149,0.5005005005005005,0.5590551181102362,0.473015873015873,0.810777709736681,0.4732510288065844,0.7041484716157205,0.5078183172002978
11,Large,112,Medium,64,282,0.5883254408836365,671.4224753379822,18.63513141208225,0.5099183197199533,0.5539568345323741,0.4755661501787843,0.7938931297709924,0.4611764705882353,0.6683467741935484,0.5149308084486526
12,Large,112,Medium,64,176,0.5964056849479675,617.2567973136902,18.690302148009792,0.4738344433872502,0.5983606557377049,0.5012285012285013,0.797423887587822,0.4925249169435216,0.6745867768595041,0.5293668954996186
13,Large,112,Medium,64,803,0.592644214630127,525.8954253196716,18.765872376305715,0.4776119402985074,0.5897435897435898,0.4799107142857143,0.7839506172839507,0.4950980392156863,0.680628272251309,0.5172155688622755
14,Large,112,Medium,64,18,0.5893006324768066,581.2471742630005,18.7337329464574,0.4831683168316831,0.6129032258064516,0.4666666666666667,0.8232731798382078,0.4615384615384615,0.6833156216790648,0.5221565731166913
15,Large,112,Medium,64,695,0.5950125455856323,658.0397717952728,18.78555966785976,0.4938956714761376,0.5401459854014599,0.4613970588235294,0.7888446215139442,0.5143992055610725,0.642023346303502,0.5444444444444444
16,Large,112,Medium,64,339,0.591947615146637,524.4936785697937,18.71573213168553,0.4605954465849387,0.5658914728682171,0.4836759371221282,0.7717271727172718,0.5041067761806981,0.6928799149840595,0.5226429101707498
17,Large,112,Medium,64,931,0.5952911376953125,506.0124750137329,18.72558808326721,0.5056410256410256,0.5460992907801419,0.4745762711864407,0.7978971962616822,0.4930875576036866,0.6788702928870293,0.514747191011236
18,Large,112,Medium,64,640,0.5947338938713074,783.2428059577942,18.633355640229723,0.4824311490978157,0.6893203883495146,0.486157253599114,0.8144458281444583,0.4843353090601185,0.6936170212765957,0.5165229885057471
19,Large,112,Medium,64,982,0.5961270332336426,452.072776556015,18.81976260741552,0.5051428571428571,0.6862745098039216,0.4626068376068376,0.7761772853185596,0.5036363636363637,0.6985854189336235,0.5114503816793893
20,Large,112,Medium,64,695,0.5915296673774719,581.2858946323395,18.7358684924341,0.518140589569161,0.576,0.4665153234960272,0.7939814814814815,0.4680161943319838,0.693069306930693,0.5119887165021156
21,Large,112,Large,96,464,0.5887433886528015,732.6385221481323,17.852062213711623,0.476906552094522,0.490566037735849,0.4488752556237219,0.817450495049505,0.4835526315789473,0.6760280842527583,0.5323965651834505
22,Large,112,Large,96,560,0.5973808765411377,660.9506514072418,17.848215128924394,0.4898785425101215,0.6016949152542372,0.4735729386892177,0.786117381489842,0.479933110367893,0.7241379310344828,0.5341614906832298
23,Large,112,Large,96,90,0.5964056849479675,768.5058546066284,17.85589896800906,0.4664855072463768,0.7368421052631579,0.4622731614135625,0.7927314026121521,0.4848484848484848,0.7242178447276941,0.5472679965307893
24,Large,112,Large,96,876,0.5895792841911316,696.048698425293,17.832315512192555,0.483933787731256,0.5571428571428572,0.4564533053515215,0.8146551724137931,0.4783737024221453,0.6873684210526316,0.5218373493975904
25,Large,112,Large,96,324,0.5893006324768066,519.5677425861359,17.899405125913948,0.4792899408284023,0.5310344827586206,0.4551214361140444,0.801056338028169,0.4813205907906168,0.6859592711682744,0.5272585669781932
26,Large,112,Large,96,776,0.5933407545089722,767.9818005561829,17.844081623609675,0.4865671641791044,0.7802197802197802,0.4850230414746543,0.7578890097932536,0.5009560229445507,0.6773869346733669,0.5146067415730337
27,Large,112,Large,96,411,0.5977988243103027,607.4353742599487,17.8504538676318,0.5106382978723404,0.5597014925373134,0.476906552094522,0.7754424778761062,0.4892703862660944,0.7037861915367484,0.5277983691623425
28,Large,112,Large,96,220,0.5894399285316467,692.8199625015259,18.217879747089587,0.451251078515962,0.6083333333333333,0.4705882352941176,0.8129272840273462,0.5,0.7240592930444698,0.5086986778009742
29,Large,112,Large,96,474,0.5940373539924622,560.8309750556946,18.07545966486777,0.4917864476386037,0.5547445255474452,0.457172342621259,0.7855917667238422,0.5018281535648994,0.7302325581395349,0.5125448028673835
30,Large,112,Large,96,605,0.5887433886528015,489.648362159729,18.119802165914464,0.4936708860759494,0.464968152866242,0.4614512471655329,0.776840921866217,0.483204134366925,0.6797040169133193,0.5302681992337165
31,Small,48,Small,32,130,0.5093340873718262,320.59518122673035,12.810615863800049,0.4155578300921187,0.4047619047619047,0.4255599472990777,0.671911421911422,0.4133558748943364,0.5735294117647058,0.4607614607614607
32,Small,48,Small,32,773,0.5137921571731567,448.7241122722626,11.796294237438,0.4125230202578269,0.4832214765100671,0.4118316268486917,0.6798088410991637,0.4137931034482758,0.6281920326864147,0.460184409052808
33,Small,48,Small,32,501,0.514488697052002,531.3437938690186,11.795638799667358,0.4078947368421052,0.5426356589147286,0.4379157427937916,0.7065563335455124,0.406196213425129,0.6123046875,0.4411764705882353
34,Small,48,Small,32,964,0.5176929235458374,520.2421054840088,14.43659677108129,0.4413145539906103,0.5461538461538461,0.4078549848942598,0.6624449339207048,0.4208015267175573,0.6205179282868526,0.447191011235955
35,Small,48,Small,32,20,0.5118417143821716,446.4751329421997,14.867470200856529,0.4068100358422939,0.4134078212290503,0.4031710079275198,0.6822541966426858,0.4146788990825688,0.6218655967903711,0.465863453815261
36,Small,48,Small,32,902,0.515324592590332,474.2037131786346,14.80305014550686,0.3990521327014218,0.4794520547945205,0.4042780748663102,0.6556934700485699,0.4176672384219554,0.612621359223301,0.500503524672709
37,Small,48,Small,32,365,0.5101699829101562,421.8391079902649,15.04939843075616,0.4253819036427732,0.474025974025974,0.391206313416009,0.6619479048697622,0.4139737991266375,0.5973534971644613,0.4593773728170083
38,Small,48,Small,32,12,0.5123990178108215,413.7025697231293,14.759605373655049,0.4071969696969697,0.4794520547945205,0.4078144078144078,0.6863941427699817,0.4233076263924593,0.6272630457933972,0.4504249291784702
39,Small,48,Small,32,156,0.5195040106773376,567.7525036334991,14.543450532815395,0.4232008592910848,0.5701754385964912,0.3895985401459854,0.6912832929782082,0.4328063241106719,0.6430769230769231,0.4549356223175965
40,Small,48,Small,32,682,0.5211758017539978,540.4116177558899,13.84300636022519,0.4182389937106918,0.5,0.4227467811158798,0.6531699520511455,0.4154411764705882,0.646998982706002,0.4684385382059801
41,Small,48,Medium,64,850,0.5114237666130066,645.3675889968872,11.308266016474942,0.400196656833825,0.4963503649635036,0.4001996007984032,0.6964512040557668,0.4165247018739352,0.632016632016632,0.4579510703363914
42,Small,48,Medium,64,790,0.5073836445808411,318.4417448043823,11.776890904815108,0.4066797642436149,0.4825174825174825,0.3916947250280583,0.6886559802712701,0.4052502050861362,0.5959302325581395,0.4660814046288906
43,Small,48,Medium,64,500,0.508358895778656,336.3256361484528,11.582400930338892,0.4293419633225458,0.4358974358974359,0.3972162740899357,0.6622478386167147,0.4010600706713781,0.6292372881355932,0.4555555555555555
44,Small,48,Medium,64,703,0.507940948009491,373.9320268630981,12.045345560196909,0.3959537572254335,0.5136986301369864,0.4155405405405405,0.687041564792176,0.3933281613653995,0.6178861788617886,0.4611528822055137
45,Small,48,Medium,64,395,0.5078015923500061,349.2970128059387,12.028767561090405,0.4122448979591837,0.3782383419689119,0.4117647058823529,0.6611333714939897,0.4207599629286376,0.5937202664129401,0.4565548780487805
46,Small,48,Medium,64,581,0.5137921571731567,514.9916043281555,11.429301330778332,0.3903312444046553,0.5772357723577236,0.4250281848928974,0.7041533546325879,0.3948948948948949,0.6355042016806722,0.4750415973377704
47,Small,48,Medium,64,743,0.5135135054588318,363.8705799579621,10.68725201662849,0.3907225691347011,0.4563758389261745,0.4039256198347107,0.6829121540312876,0.4111675126903553,0.640495867768595,0.4858156028368794
48,Small,48,Medium,64,125,0.5172750353813171,370.86144280433655,10.580797406605312,0.4262948207171315,0.5037037037037037,0.4121071012805588,0.6362672322375398,0.4281984334203655,0.6329787234042553,0.4780082987551867
49,Small,48,Medium,64,489,0.5161604881286621,347.19702315330505,10.504475391272342,0.3949504057709648,0.4107142857142857,0.3993610223642173,0.6929330831769857,0.4331046312178387,0.6258706467661691,0.4874161073825503
50,Small,48,Medium,64,176,0.5140707492828369,402.1079683303833,10.566829913540891,0.4274809160305343,0.5317460317460317,0.3886113886113886,0.6838365896980462,0.407531380753138,0.6440860215053763,0.4553030303030303
51,Small,48,Large,96,411,0.5158818364143372,421.9604754447937,9.797663544499596,0.4277588168373151,0.4726027397260274,0.412972972972973,0.6900800985828712,0.4146531566640686,0.6473118279569893,0.4468390804597701
52,Small,48,Large,96,305,0.507662296295166,403.66193866729736,9.830148092130337,0.4011916583912612,0.4931506849315068,0.3946784922394678,0.6913890634820867,0.4096802074330164,0.6163836163836164,0.4519650655021834
53,Small,48,Large,96,74,0.5157425403594971,612.7251577377319,10.030323638290657,0.421209117938553,0.5892857142857143,0.404296875,0.6804804804804805,0.4277828886844526,0.6354378818737271,0.4426481909160893
54,Small,48,Large,96,373,0.5118417143821716,446.2503020763397,9.901583703358968,0.4094567404426559,0.5214285714285715,0.4145299145299145,0.670774647887324,0.4036095159967186,0.6491416309012875,0.4517158818834796
55,Small,48,Large,96,472,0.5089161396026611,440.9347805976868,10.006138774481686,0.4048964218455744,0.4863013698630137,0.398488120950324,0.658175355450237,0.4178966789667896,0.6385542168674698,0.4568965517241379
56,Small,48,Large,96,585,0.5176929235458374,464.820814371109,9.874495262795309,0.420675537359263,0.5847457627118644,0.4207188160676532,0.6840509399636143,0.4148660328435609,0.6150049358341559,0.460546282245827
57,Small,48,Large,96,883,0.5140707492828369,461.02830028533936,10.0083574730417,0.3896336014298481,0.5196850393700787,0.4063876651982379,0.6651634723788049,0.4287190082644628,0.6180904522613065,0.4731934731934732
58,Small,48,Large,96,566,0.5097520351409912,494.49622797966,10.075877145845062,0.409,0.559322033898305,0.4017563117453347,0.6925,0.4033018867924528,0.6061204343534057,0.4612341772151899
59,Small,48,Large,96,955,0.5217330455780029,392.87422728538513,10.05858617562514,0.4297520661157025,0.4791666666666667,0.4116959064327485,0.6873102610807529,0.4393203883495146,0.6204453441295547,0.4626865671641791
60,Small,48,Large,96,261,0.5118417143821716,415.6347813606262,10.121560771290849,0.4274891774891775,0.5573770491803278,0.3945945945945946,0.6735415439010017,0.400305576776165,0.6767922235722965,0.4513788098693759
